STUDYID,USUBJID,GROUP,SEX,MATRIX,ATPT,SAMPID,PARAMCD,AVAL,LLOQ,MATRIXCD,TISSUE,TISSUECD,DOSE,GROUP_f,DOSE_f,SEX_f,ATPT_f
XXXXXX,5501,5,2,"Dorsal Root Ganglion, Thoracic",1008,471830027606,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,20,Intermediate - IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,5502,5,2,"Dorsal Root Ganglion, Thoracic",1008,471830027662,VGC_MTH1,4004.5529801324501,NA,DRG-T,Dorsal Root Ganglion,DRG,20,Intermediate - IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,5502,5,2,"Dorsal Root Ganglion, Thoracic",1008,471830027662,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,20,Intermediate - IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6001,6,1,"Dorsal Root Ganglion, Thoracic",1008,471830027830,VGC_MTH1,563.09188635781925,NA,DRG-T,Dorsal Root Ganglion,DRG,50,High + IS,5.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,6001,6,1,"Dorsal Root Ganglion, Thoracic",1008,471830027830,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,50,High + IS,5.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,6501,6,2,"Dorsal Root Ganglion, Thoracic",1008,471830027998,VGC_MTH1,8435.442193881805,NA,DRG-T,Dorsal Root Ganglion,DRG,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6501,6,2,"Dorsal Root Ganglion, Thoracic",1008,471830027998,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6505,6,2,"Dorsal Root Ganglion, Thoracic",1008,471830028222,VGC_MTH1,1919.1288047844328,NA,DRG-T,Dorsal Root Ganglion,DRG,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6505,6,2,"Dorsal Root Ganglion, Thoracic",1008,471830028222,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6602,6,2,"Dorsal Root Ganglion, Thoracic",1008,471830028054,VGC_MTH1,4788.5075818036712,NA,DRG-T,Dorsal Root Ganglion,DRG,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6602,6,2,"Dorsal Root Ganglion, Thoracic",1008,471830028054,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,1003,1,1,"Dorsal Root Ganglion, Thoracic",4368,471830025703,VGC_MTH1,<LLOQ,NA,DRG-T,Dorsal Root Ganglion,DRG,0,VCA + IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,1003,1,1,"Dorsal Root Ganglion, Thoracic",4368,471830025703,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,0,VCA + IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,1503,1,2,"Dorsal Root Ganglion, Thoracic",4368,471830025927,VGC_MTH1,<LLOQ,NA,DRG-T,Dorsal Root Ganglion,DRG,0,VCA + IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,1503,1,2,"Dorsal Root Ganglion, Thoracic",4368,471830025927,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,0,VCA + IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,1604,1,2,"Dorsal Root Ganglion, Thoracic",4368,471830025983,VGC_MTH1,<LLOQ,NA,DRG-T,Dorsal Root Ganglion,DRG,0,VCA + IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,1604,1,2,"Dorsal Root Ganglion, Thoracic",4368,471830025983,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,0,VCA + IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,2003,2,1,"Dorsal Root Ganglion, Thoracic",4368,471830026151,VGC_MTH1,<LLOQ,NA,DRG-T,Dorsal Root Ganglion,DRG,0,VCA - IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,2003,2,1,"Dorsal Root Ganglion, Thoracic",4368,471830026151,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,0,VCA - IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,2004,2,1,"Dorsal Root Ganglion, Thoracic",4368,471830026207,VGC_MTH1,<LLOQ,NA,DRG-T,Dorsal Root Ganglion,DRG,0,VCA - IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,2004,2,1,"Dorsal Root Ganglion, Thoracic",4368,471830026207,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,0,VCA - IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,2503,2,2,"Dorsal Root Ganglion, Thoracic",4368,471830026375,VGC_MTH1,<LLOQ,NA,DRG-T,Dorsal Root Ganglion,DRG,0,VCA - IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,2503,2,2,"Dorsal Root Ganglion, Thoracic",4368,471830026375,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,0,VCA - IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,2504,2,2,"Dorsal Root Ganglion, Thoracic",4368,471830026431,VGC_MTH1,<LLOQ,NA,DRG-T,Dorsal Root Ganglion,DRG,0,VCA - IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,2504,2,2,"Dorsal Root Ganglion, Thoracic",4368,471830026431,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,0,VCA - IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,3003,3,1,"Dorsal Root Ganglion, Thoracic",4368,471830026599,VGC_MTH1,907.43032231453651,NA,DRG-T,Dorsal Root Ganglion,DRG,6,Low + IS,6e+13 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,3003,3,1,"Dorsal Root Ganglion, Thoracic",4368,471830026599,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,6,Low + IS,6e+13 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,3004,3,1,"Dorsal Root Ganglion, Thoracic",4368,471830026655,VGC_MTH1,169.1972037935794,NA,DRG-T,Dorsal Root Ganglion,DRG,6,Low + IS,6e+13 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,3004,3,1,"Dorsal Root Ganglion, Thoracic",4368,471830026655,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,6,Low + IS,6e+13 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,3503,3,2,"Dorsal Root Ganglion, Thoracic",4368,471830026823,VGC_MTH1,264.88219712811934,NA,DRG-T,Dorsal Root Ganglion,DRG,6,Low + IS,6e+13 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,3503,3,2,"Dorsal Root Ganglion, Thoracic",4368,471830026823,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,6,Low + IS,6e+13 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,3504,3,2,"Dorsal Root Ganglion, Thoracic",4368,471830026880,VGC_MTH1,2828.9298105150792,NA,DRG-T,Dorsal Root Ganglion,DRG,6,Low + IS,6e+13 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,3504,3,2,"Dorsal Root Ganglion, Thoracic",4368,471830026880,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,6,Low + IS,6e+13 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,4003,4,1,"Dorsal Root Ganglion, Thoracic",4368,471830027047,VGC_MTH1,885,NA,DRG-T,Dorsal Root Ganglion,DRG,20,Intermediate + IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,4003,4,1,"Dorsal Root Ganglion, Thoracic",4368,471830027047,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,20,Intermediate + IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,4004,4,1,"Dorsal Root Ganglion, Thoracic",4368,471830027103,VGC_MTH1,5482.7175208581639,NA,DRG-T,Dorsal Root Ganglion,DRG,20,Intermediate + IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,4004,4,1,"Dorsal Root Ganglion, Thoracic",4368,471830027103,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,20,Intermediate + IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,4503,4,2,"Dorsal Root Ganglion, Thoracic",4368,471830027271,VGC_MTH1,5180,NA,DRG-T,Dorsal Root Ganglion,DRG,20,Intermediate + IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,4503,4,2,"Dorsal Root Ganglion, Thoracic",4368,471830027271,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,20,Intermediate + IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,4504,4,2,"Dorsal Root Ganglion, Thoracic",4368,471830027327,VGC_MTH1,1587.2300130766109,NA,DRG-T,Dorsal Root Ganglion,DRG,20,Intermediate + IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,4504,4,2,"Dorsal Root Ganglion, Thoracic",4368,471830027327,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,20,Intermediate + IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,5003,5,1,"Dorsal Root Ganglion, Thoracic",4368,471830027495,VGC_MTH1,2285.7142857142858,NA,DRG-T,Dorsal Root Ganglion,DRG,20,Intermediate - IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,5003,5,1,"Dorsal Root Ganglion, Thoracic",4368,471830027495,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,20,Intermediate - IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,5004,5,1,"Dorsal Root Ganglion, Thoracic",4368,471830027551,VGC_MTH1,3704.3330501274427,NA,DRG-T,Dorsal Root Ganglion,DRG,20,Intermediate - IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,5004,5,1,"Dorsal Root Ganglion, Thoracic",4368,471830027551,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,20,Intermediate - IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,5503,5,2,"Dorsal Root Ganglion, Thoracic",4368,471830027719,VGC_MTH1,24450,NA,DRG-T,Dorsal Root Ganglion,DRG,20,Intermediate - IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,5503,5,2,"Dorsal Root Ganglion, Thoracic",4368,471830027719,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,20,Intermediate - IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,5504,5,2,"Dorsal Root Ganglion, Thoracic",4368,471830027775,VGC_MTH1,7241.0632447296066,NA,DRG-T,Dorsal Root Ganglion,DRG,20,Intermediate - IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,5504,5,2,"Dorsal Root Ganglion, Thoracic",4368,471830027775,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,20,Intermediate - IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,6003,6,1,"Dorsal Root Ganglion, Thoracic",4368,471830027943,VGC_MTH1,7732.1814254859619,NA,DRG-T,Dorsal Root Ganglion,DRG,50,High + IS,5.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,6003,6,1,"Dorsal Root Ganglion, Thoracic",4368,471830027943,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,50,High + IS,5.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,6104,6,1,"Dorsal Root Ganglion, Thoracic",4368,471830027887,VGC_MTH1,30605.964130319429,NA,DRG-T,Dorsal Root Ganglion,DRG,50,High + IS,5.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,6104,6,1,"Dorsal Root Ganglion, Thoracic",4368,471830027887,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,50,High + IS,5.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,6503,6,2,"Dorsal Root Ganglion, Thoracic",4368,471830028111,VGC_MTH1,6671.9260678462761,NA,DRG-T,Dorsal Root Ganglion,DRG,50,High + IS,5.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,6503,6,2,"Dorsal Root Ganglion, Thoracic",4368,471830028111,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,50,High + IS,5.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,6504,6,2,"Dorsal Root Ganglion, Thoracic",4368,471830028168,VGC_MTH1,1871.5051922857469,NA,DRG-T,Dorsal Root Ganglion,DRG,50,High + IS,5.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,6504,6,2,"Dorsal Root Ganglion, Thoracic",4368,471830028168,VGC_MTH2,NA,NA,DRG-T,Dorsal Root Ganglion,DRG,50,High + IS,5.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,1501,1,2,"Ganglion, Trigeminal",1008,471830028930,VGC_MTH1,<LLOQ,NA,GT,Ganglion,GN,0,VCA + IS,0,Female,Interim Necropsy Week 6
XXXXXX,1501,1,2,"Ganglion, Trigeminal",1008,471830028930,VGC_MTH2,NA,NA,GT,Ganglion,GN,0,VCA + IS,0,Female,Interim Necropsy Week 6
XXXXXX,1502,1,2,"Ganglion, Trigeminal",1008,471830029034,VGC_MTH1,<LLOQ,NA,GT,Ganglion,GN,0,VCA + IS,0,Female,Interim Necropsy Week 6
XXXXXX,1502,1,2,"Ganglion, Trigeminal",1008,471830029034,VGC_MTH2,NA,NA,GT,Ganglion,GN,0,VCA + IS,0,Female,Interim Necropsy Week 6
XXXXXX,2001,2,1,"Ganglion, Trigeminal",1008,471830029346,VGC_MTH1,<LLOQ,NA,GT,Ganglion,GN,0,VCA - IS,0,Male,Interim Necropsy Week 6
XXXXXX,2001,2,1,"Ganglion, Trigeminal",1008,471830029346,VGC_MTH2,NA,NA,GT,Ganglion,GN,0,VCA - IS,0,Male,Interim Necropsy Week 6
XXXXXX,2002,2,1,"Ganglion, Trigeminal",1008,471830029450,VGC_MTH1,<LLOQ,NA,GT,Ganglion,GN,0,VCA - IS,0,Male,Interim Necropsy Week 6
XXXXXX,2002,2,1,"Ganglion, Trigeminal",1008,471830029450,VGC_MTH2,NA,NA,GT,Ganglion,GN,0,VCA - IS,0,Male,Interim Necropsy Week 6
XXXXXX,2501,2,2,"Ganglion, Trigeminal",1008,471830029762,VGC_MTH1,<LLOQ,NA,GT,Ganglion,GN,0,VCA - IS,0,Female,Interim Necropsy Week 6
XXXXXX,2501,2,2,"Ganglion, Trigeminal",1008,471830029762,VGC_MTH2,NA,NA,GT,Ganglion,GN,0,VCA - IS,0,Female,Interim Necropsy Week 6
XXXXXX,2502,2,2,"Ganglion, Trigeminal",1008,471830029866,VGC_MTH1,<LLOQ,NA,GT,Ganglion,GN,0,VCA - IS,0,Female,Interim Necropsy Week 6
XXXXXX,2502,2,2,"Ganglion, Trigeminal",1008,471830029866,VGC_MTH2,NA,NA,GT,Ganglion,GN,0,VCA - IS,0,Female,Interim Necropsy Week 6
XXXXXX,3001,3,1,"Ganglion, Trigeminal",1008,471830030178,VGC_MTH1,2408.0631980386811,NA,GT,Ganglion,GN,6,Low + IS,6e+13 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,3001,3,1,"Ganglion, Trigeminal",1008,471830030178,VGC_MTH2,NA,NA,GT,Ganglion,GN,6,Low + IS,6e+13 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,3002,3,1,"Ganglion, Trigeminal",1008,471830030282,VGC_MTH1,2321.7247097844115,NA,GT,Ganglion,GN,6,Low + IS,6e+13 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,3002,3,1,"Ganglion, Trigeminal",1008,471830030282,VGC_MTH2,NA,NA,GT,Ganglion,GN,6,Low + IS,6e+13 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,3501,3,2,"Ganglion, Trigeminal",1008,471830030594,VGC_MTH1,722.21720682495265,NA,GT,Ganglion,GN,6,Low + IS,6e+13 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,3501,3,2,"Ganglion, Trigeminal",1008,471830030594,VGC_MTH2,NA,NA,GT,Ganglion,GN,6,Low + IS,6e+13 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,3502,3,2,"Ganglion, Trigeminal",1008,471830030698,VGC_MTH1,962.55213824082136,NA,GT,Ganglion,GN,6,Low + IS,6e+13 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,3502,3,2,"Ganglion, Trigeminal",1008,471830030698,VGC_MTH2,NA,NA,GT,Ganglion,GN,6,Low + IS,6e+13 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,4001,4,1,"Ganglion, Trigeminal",1008,471830031010,VGC_MTH1,9292.8261424559605,NA,GT,Ganglion,GN,20,Intermediate + IS,2.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,4001,4,1,"Ganglion, Trigeminal",1008,471830031010,VGC_MTH2,NA,NA,GT,Ganglion,GN,20,Intermediate + IS,2.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,4002,4,1,"Ganglion, Trigeminal",1008,471830031114,VGC_MTH1,8603.460882281257,NA,GT,Ganglion,GN,20,Intermediate + IS,2.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,4002,4,1,"Ganglion, Trigeminal",1008,471830031114,VGC_MTH2,NA,NA,GT,Ganglion,GN,20,Intermediate + IS,2.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,4501,4,2,"Ganglion, Trigeminal",1008,471830031426,VGC_MTH1,17217.758985200846,NA,GT,Ganglion,GN,20,Intermediate + IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,4501,4,2,"Ganglion, Trigeminal",1008,471830031426,VGC_MTH2,NA,NA,GT,Ganglion,GN,20,Intermediate + IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,4502,4,2,"Ganglion, Trigeminal",1008,471830031530,VGC_MTH1,9758.0138277812694,NA,GT,Ganglion,GN,20,Intermediate + IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,4502,4,2,"Ganglion, Trigeminal",1008,471830031530,VGC_MTH2,NA,NA,GT,Ganglion,GN,20,Intermediate + IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,5001,5,1,"Ganglion, Trigeminal",1008,471830031842,VGC_MTH1,897.53178758414356,NA,GT,Ganglion,GN,20,Intermediate - IS,2.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,5001,5,1,"Ganglion, Trigeminal",1008,471830031842,VGC_MTH2,NA,NA,GT,Ganglion,GN,20,Intermediate - IS,2.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,5002,5,1,"Ganglion, Trigeminal",1008,471830031946,VGC_MTH1,4499.3234100135314,NA,GT,Ganglion,GN,20,Intermediate - IS,2.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,5002,5,1,"Ganglion, Trigeminal",1008,471830031946,VGC_MTH2,NA,NA,GT,Ganglion,GN,20,Intermediate - IS,2.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,5501,5,2,"Ganglion, Trigeminal",1008,471830032258,VGC_MTH1,594.0839143529023,NA,GT,Ganglion,GN,20,Intermediate - IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,5501,5,2,"Ganglion, Trigeminal",1008,471830032258,VGC_MTH2,NA,NA,GT,Ganglion,GN,20,Intermediate - IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,5502,5,2,"Ganglion, Trigeminal",1008,471830032362,VGC_MTH1,11889.306457123335,NA,GT,Ganglion,GN,20,Intermediate - IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,5502,5,2,"Ganglion, Trigeminal",1008,471830032362,VGC_MTH2,NA,NA,GT,Ganglion,GN,20,Intermediate - IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6001,6,1,"Ganglion, Trigeminal",1008,471830032674,VGC_MTH1,169.49152542372883,NA,GT,Ganglion,GN,50,High + IS,5.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,6001,6,1,"Ganglion, Trigeminal",1008,471830032674,VGC_MTH2,NA,NA,GT,Ganglion,GN,50,High + IS,5.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,6501,6,2,"Ganglion, Trigeminal",1008,471830032986,VGC_MTH1,11887.320588410457,NA,GT,Ganglion,GN,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6501,6,2,"Ganglion, Trigeminal",1008,471830032986,VGC_MTH2,NA,NA,GT,Ganglion,GN,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6505,6,2,"Ganglion, Trigeminal",1008,471830033402,VGC_MTH1,5532.804011700794,NA,GT,Ganglion,GN,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6505,6,2,"Ganglion, Trigeminal",1008,471830033402,VGC_MTH2,NA,NA,GT,Ganglion,GN,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6602,6,2,"Ganglion, Trigeminal",1008,471830033090,VGC_MTH1,3974.431997974812,NA,GT,Ganglion,GN,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6602,6,2,"Ganglion, Trigeminal",1008,471830033090,VGC_MTH2,NA,NA,GT,Ganglion,GN,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,1003,1,1,"Ganglion, Trigeminal",4368,471830028723,VGC_MTH1,<LLOQ,NA,GT,Ganglion,GN,0,VCA + IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,1003,1,1,"Ganglion, Trigeminal",4368,471830028723,VGC_MTH2,NA,NA,GT,Ganglion,GN,0,VCA + IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,1503,1,2,"Ganglion, Trigeminal",4368,471830029139,VGC_MTH1,<LLOQ,NA,GT,Ganglion,GN,0,VCA + IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,1503,1,2,"Ganglion, Trigeminal",4368,471830029139,VGC_MTH2,NA,NA,GT,Ganglion,GN,0,VCA + IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,1604,1,2,"Ganglion, Trigeminal",4368,471830029243,VGC_MTH1,<LLOQ,NA,GT,Ganglion,GN,0,VCA + IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,1604,1,2,"Ganglion, Trigeminal",4368,471830029243,VGC_MTH2,NA,NA,GT,Ganglion,GN,0,VCA + IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,2003,2,1,"Ganglion, Trigeminal",4368,471830029555,VGC_MTH1,<LLOQ,NA,GT,Ganglion,GN,0,VCA - IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,2003,2,1,"Ganglion, Trigeminal",4368,471830029555,VGC_MTH2,NA,NA,GT,Ganglion,GN,0,VCA - IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,2004,2,1,"Ganglion, Trigeminal",4368,471830029659,VGC_MTH1,<LLOQ,NA,GT,Ganglion,GN,0,VCA - IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,2004,2,1,"Ganglion, Trigeminal",4368,471830029659,VGC_MTH2,NA,NA,GT,Ganglion,GN,0,VCA - IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,2503,2,2,"Ganglion, Trigeminal",4368,471830029971,VGC_MTH1,<LLOQ,NA,GT,Ganglion,GN,0,VCA - IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,2503,2,2,"Ganglion, Trigeminal",4368,471830029971,VGC_MTH2,NA,NA,GT,Ganglion,GN,0,VCA - IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,2504,2,2,"Ganglion, Trigeminal",4368,471830030075,VGC_MTH1,<LLOQ,NA,GT,Ganglion,GN,0,VCA - IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,2504,2,2,"Ganglion, Trigeminal",4368,471830030075,VGC_MTH2,NA,NA,GT,Ganglion,GN,0,VCA - IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,3003,3,1,"Ganglion, Trigeminal",4368,471830030387,VGC_MTH1,1953.7928002735309,NA,GT,Ganglion,GN,6,Low + IS,6e+13 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,3003,3,1,"Ganglion, Trigeminal",4368,471830030387,VGC_MTH2,NA,NA,GT,Ganglion,GN,6,Low + IS,6e+13 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,3004,3,1,"Ganglion, Trigeminal",4368,471830030491,VGC_MTH1,708.87483494335959,NA,GT,Ganglion,GN,6,Low + IS,6e+13 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,3004,3,1,"Ganglion, Trigeminal",4368,471830030491,VGC_MTH2,NA,NA,GT,Ganglion,GN,6,Low + IS,6e+13 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,3503,3,2,"Ganglion, Trigeminal",4368,471830030803,VGC_MTH1,484.26150121065382,NA,GT,Ganglion,GN,6,Low + IS,6e+13 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,3503,3,2,"Ganglion, Trigeminal",4368,471830030803,VGC_MTH2,NA,NA,GT,Ganglion,GN,6,Low + IS,6e+13 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,3504,3,2,"Ganglion, Trigeminal",4368,471830030908,VGC_MTH1,377.83375314861462,NA,GT,Ganglion,GN,6,Low + IS,6e+13 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,3504,3,2,"Ganglion, Trigeminal",4368,471830030908,VGC_MTH2,NA,NA,GT,Ganglion,GN,6,Low + IS,6e+13 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,4003,4,1,"Ganglion, Trigeminal",4368,471830031219,VGC_MTH1,2602.1735802847084,NA,GT,Ganglion,GN,20,Intermediate + IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,4003,4,1,"Ganglion, Trigeminal",4368,471830031219,VGC_MTH2,NA,NA,GT,Ganglion,GN,20,Intermediate + IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,4004,4,1,"Ganglion, Trigeminal",4368,471830031323,VGC_MTH1,3677.4193548387098,NA,GT,Ganglion,GN,20,Intermediate + IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
